,text,task_1
179,মাদারচোদ রা তোদের কি কাজ কাম নেই,HOF
180,ইসলামের শরিয়তের মত বিচার করা হক। জিনা করা সাস্তি ইট পাথর মেরে ফেলা হক। তার কোন বেচে থাকা জায়েজ নয়। তাকে আল্লাহ কোন দিন মাফ করবেন্না।,NOT
181,এই ভিডিওতে বুঝা যায় মুন্নি এই খুনিদের সাথে জড়িত আছে,NOT
182,পাপন সাকিবের সাথে ষড়যন্ত্র করে নাইকরেছে সকল ক্রিকেট প্রেমির সাথে। পাপনকে ঐই পদ থেক গাড় ধাক্কা দিয়ে বের করে দেওয়া হোক।,NOT
183,শালা ভাদাইমা এখন কি ফেব্রুয়ারি মাস জানা নেই সেখা নেই রিপোর্টার হয়েছে,HOF
184,তুই দালাল জাফর সেট,HOF
185,অন্যায়ের বিচার ঠিক আছে,NOT
186,যেই হারামির বাচ্চা গুলা ডিসলাইক দিয়েছে সেগুলো একটাও মানুষেরচুদা না 😪😪,HOF
187,ওরা কুলাঙ্গার ওদের জন্মে সমস্যা আছে দেশের সব্বোচ্চ বিদ্যাপীঠে বসে ওরা সন্ত্রাসী কর্মকান্ড চালায়? একজন ভিডির উপর হামলা চালায় এগুলো নর্দমায় কীটদের আক্রমন ছাড়া কিছুই নাহ্ মুজিব আজ বেঁচে থাকলে আত্নহত্যা করতো !! মুজিব এইরকম দেশ চায় নি!! ওরা মুজিবের আর্দশের কথা বলে তার আর্দশকে কলুষিত করছে,HOF
188,শালার পুত নিজে আকাম করে নিজেই তদন্ত করবে। হাইরে বাংলাদেশ,HOF
189,"বাংলাদেশে ১.৫ কোটি প্রবাসীর বউ পরকীয়া করে,,,,,এদের কেউ খারাফ বলে না,,,কারন এরা মুখোশ দারী..<br /><br />সব দোষ যেন পতিতার,,,,<br /><br />প্রবাসীর বউরা বড় পতিতা।।<br /><br />👌যারা পেটের দায়ে পতিতা হয়,,,তাদের কোন দোষ নাই",HOF
190,ভাই এই শয়তান টা দজ্জালের দালাল। আরে ও তো একটা নাস্তিকের বাচ্চা নাস্তিক। সে যদি নাস্তিক নাই হয় তবে কেন কোরান হাদিস সম্পর্কে এই ভুল কথাগুলো বলল। আরে সে যে কত বড় ডাকাত সেটা বাংলাদেশের জনগণের বুঝার কোনো বাকি নেই। সে প্রকাশ্যে এত বড় ভন্ডামি কথাগুলো বলছে তাও আবার কোরআন হাদিস সম্পর্কে। শয়তানটা মারা গেছে না এবার বুঝবে। ঠেলা,HOF
